left,front,right,action
16.88,7.41,10.2,STOP
66.37,31.27,69.76,RIGHT
6.75,15.72,14.93,STOP
21.42,15.95,16.63,STOP
55.69,19.27,63.91,RIGHT
117.83,35.2,61.55,LEFT
75.69,12.02,105.44,RIGHT
37.29,96.87,30.25,FORWARD
10.26,12.57,21.19,STOP
78.78,36.12,109.9,RIGHT
9.77,15.26,23.86,STOP
100.4,13.44,27.15,LEFT
63.84,98.27,57.71,FORWARD
24.26,6.26,70.94,RIGHT
49.45,116.01,36.59,FORWARD
38.96,91.32,94.87,FORWARD
18.08,19.32,14.19,STOP
8.8,15.74,17.86,STOP
8.12,17.58,22.13,STOP
19.57,9.08,8.23,STOP
66.5,11.81,26.09,LEFT
19.12,19.04,7.11,STOP
87.93,43.33,47.56,LEFT
16.05,17.33,10.53,STOP
6.39,78.22,71.79,FORWARD
7.92,13.76,23.9,STOP
17.31,18.22,23.3,STOP
16.14,15.63,11.33,STOP
20.49,29.38,43.19,RIGHT
16.77,12.05,5.54,STOP
7.08,5.77,16.89,STOP
8.98,14.85,14.78,STOP
21.41,15.62,18.46,STOP
106.96,96.2,18.7,FORWARD
66.14,5.37,73.54,RIGHT
40.94,15.63,79.77,LEFT
12.57,11.9,19.68,STOP
105.05,100.82,52.06,FORWARD
9.87,13.36,23.87,STOP
58.11,27.02,71.29,LEFT
8.61,7.31,11.39,STOP
45.22,62.49,99.44,FORWARD
98.14,90.43,36.91,FORWARD
22.45,5.79,5.99,STOP
91.21,30.09,31.83,LEFT
119.88,8.47,48.5,LEFT
5.64,65.98,40.98,FORWARD
71.54,37.76,46.31,RIGHT
110.0,34.4,70.98,LEFT
73.05,28.85,97.12,RIGHT
15.19,18.36,6.75,STOP
68.35,86.33,82.78,FORWARD
94.31,113.86,50.53,FORWARD
13.33,19.97,23.46,STOP
6.17,97.03,84.68,FORWARD
26.14,34.1,81.43,RIGHT
48.37,19.19,90.38,RIGHT
6.27,12.38,10.8,STOP
48.03,39.91,40.96,LEFT
88.62,86.81,100.03,FORWARD
19.78,9.75,11.83,STOP
10.45,18.48,11.58,STOP
19.58,18.37,19.08,STOP
70.67,23.45,90.42,RIGHT
77.39,30.88,53.84,RIGHT
11.65,55.6,77.61,FORWARD
12.9,5.13,12.56,STOP
72.65,8.19,54.0,RIGHT
13.89,8.95,5.43,STOP
52.76,25.09,46.45,RIGHT
37.07,14.62,77.98,RIGHT
55.01,85.6,56.76,FORWARD
27.03,56.88,102.93,FORWARD
78.17,44.95,93.2,RIGHT
87.04,81.78,91.28,FORWARD
75.91,107.81,116.47,FORWARD
40.46,9.23,24.75,LEFT
57.27,95.47,36.86,FORWARD
8.23,7.13,17.38,STOP
6.16,9.74,18.83,STOP
51.62,29.94,52.08,LEFT
81.02,38.24,75.69,LEFT
14.3,15.3,18.1,STOP
43.19,35.59,47.39,RIGHT
70.49,33.29,65.14,LEFT
49.68,19.59,101.98,RIGHT
105.59,13.42,65.58,LEFT
32.98,19.05,62.09,RIGHT
35.38,17.56,60.73,RIGHT
16.26,8.06,11.83,STOP
65.54,57.55,88.04,FORWARD
114.19,24.42,22.86,LEFT
9.84,95.51,73.34,FORWARD
86.19,15.17,20.73,LEFT
13.17,15.46,13.32,STOP
18.5,18.33,13.69,STOP
98.94,26.07,54.48,LEFT
7.09,19.58,20.88,STOP
114.33,9.39,30.92,LEFT
46.9,39.92,53.54,LEFT
5.56,9.47,12.47,STOP
46.25,12.29,118.87,RIGHT
8.63,63.39,14.27,FORWARD
66.2,38.61,57.25,RIGHT
71.4,16.83,72.18,RIGHT
7.68,19.24,18.67,STOP
83.76,20.63,50.9,LEFT
65.44,5.51,68.59,LEFT
9.5,12.24,24.57,STOP
13.19,70.18,19.09,FORWARD
10.45,7.64,11.47,STOP
100.43,37.48,42.89,LEFT
24.2,6.68,94.17,RIGHT
70.91,12.67,74.85,LEFT
29.23,7.76,42.45,RIGHT
78.28,44.2,92.71,RIGHT
27.87,31.24,50.66,RIGHT
21.35,65.3,62.31,FORWARD
5.78,15.88,8.23,STOP
81.56,16.63,63.75,LEFT
78.21,23.74,77.76,RIGHT
15.1,90.42,105.27,FORWARD
10.79,19.98,13.63,STOP
97.29,40.53,76.27,LEFT
89.12,117.65,14.17,FORWARD
76.09,26.56,101.95,RIGHT
24.8,16.12,15.97,STOP
22.94,10.43,20.39,STOP
12.79,14.81,10.93,STOP
7.34,19.54,14.02,STOP
38.04,31.41,50.51,RIGHT
10.46,6.43,16.38,STOP
18.63,12.86,24.72,STOP
56.62,18.71,76.49,RIGHT
62.93,33.66,82.28,RIGHT
49.77,96.74,72.07,FORWARD
69.41,38.02,41.36,RIGHT
70.98,31.18,64.63,LEFT
115.68,85.31,47.68,FORWARD
18.26,12.52,24.89,STOP
67.08,26.03,67.03,RIGHT
63.26,24.58,98.0,RIGHT
49.91,39.4,47.84,RIGHT
74.07,22.33,33.52,LEFT
46.63,42.4,62.93,LEFT
12.17,14.47,11.08,STOP
49.76,76.39,103.67,FORWARD
34.44,28.44,65.86,RIGHT
20.48,12.82,8.42,STOP
12.79,11.41,12.59,STOP
17.93,7.07,13.62,STOP
23.53,9.09,23.74,STOP
36.9,37.16,116.57,RIGHT
79.34,5.29,77.06,LEFT
111.76,24.2,45.6,LEFT
116.54,108.16,38.08,FORWARD
43.83,5.55,23.74,LEFT
17.3,105.08,98.43,FORWARD
71.89,95.02,53.61,FORWARD
70.6,7.64,110.06,RIGHT
67.08,9.39,62.95,RIGHT
15.32,8.93,12.25,STOP
104.2,93.2,99.61,FORWARD
16.59,7.9,16.07,STOP
30.8,17.7,64.55,RIGHT
65.32,44.23,112.39,RIGHT
14.1,10.4,13.22,STOP
22.3,14.73,54.57,RIGHT
116.54,96.55,105.55,FORWARD
18.49,19.95,17.65,STOP
59.78,62.31,34.7,FORWARD
20.1,12.24,5.9,STOP
17.91,7.79,8.96,STOP
22.15,9.92,18.82,STOP
39.92,12.32,49.78,RIGHT
105.68,37.46,48.76,LEFT
97.8,91.16,34.57,FORWARD
10.76,15.81,6.37,STOP
17.79,113.93,113.29,FORWARD
17.15,15.78,17.52,STOP
22.43,23.3,78.44,RIGHT
109.54,92.64,55.81,FORWARD
60.62,31.48,25.96,LEFT
18.58,7.05,10.36,STOP
116.53,73.61,16.27,FORWARD
15.72,12.68,19.0,STOP
26.29,57.52,70.78,FORWARD
78.51,41.71,88.26,RIGHT
91.0,31.5,23.76,LEFT
47.54,28.27,69.52,LEFT
8.53,13.42,7.5,STOP
112.02,100.03,101.47,FORWARD
46.09,44.52,38.31,LEFT
14.26,8.18,13.04,STOP
7.49,8.22,6.4,STOP
114.3,82.58,8.65,FORWARD
78.08,29.6,31.21,LEFT
101.69,20.02,35.48,LEFT
24.58,18.27,8.0,STOP
41.98,42.04,64.43,LEFT
20.59,21.53,117.79,RIGHT
51.87,41.57,45.04,LEFT
12.29,8.8,23.83,STOP
38.62,12.72,57.81,RIGHT
20.46,74.68,102.53,FORWARD
48.33,16.87,65.18,LEFT
13.11,12.67,12.1,STOP
83.91,21.41,69.98,LEFT
31.14,19.01,45.92,RIGHT
13.23,5.03,22.86,STOP
20.37,14.18,14.93,STOP
13.96,5.71,10.67,STOP
58.4,14.23,22.28,LEFT
95.5,20.13,43.69,LEFT
84.17,82.91,15.97,FORWARD
13.89,18.46,11.1,STOP
10.36,11.75,12.2,STOP
45.61,20.3,83.0,RIGHT
38.39,15.97,46.77,RIGHT
26.66,31.66,97.38,RIGHT
77.0,25.39,66.57,LEFT
91.21,115.61,55.95,FORWARD
17.93,19.76,22.5,STOP
22.52,12.22,12.69,STOP
59.93,35.89,104.12,RIGHT
35.13,18.31,69.8,RIGHT
16.51,19.58,12.55,STOP
23.4,14.87,21.29,STOP
56.48,29.84,53.71,RIGHT
19.59,16.06,15.14,STOP
42.27,30.64,110.6,RIGHT
85.77,11.22,40.55,LEFT
103.41,113.55,66.1,FORWARD
8.01,113.18,54.12,FORWARD
107.13,29.39,56.72,LEFT
31.46,39.03,43.18,RIGHT
70.07,37.27,64.41,RIGHT
48.41,6.58,75.96,RIGHT
23.77,5.66,15.77,STOP
64.61,43.8,36.29,LEFT
29.0,11.97,45.32,RIGHT
69.63,40.22,106.91,RIGHT
25.47,41.7,111.15,RIGHT
21.26,16.44,15.59,STOP
23.16,18.95,12.54,STOP
40.45,29.12,65.48,RIGHT
7.16,18.44,7.75,STOP
13.49,17.54,11.08,STOP
26.34,83.21,43.11,FORWARD
27.55,88.18,87.85,FORWARD
47.05,93.96,107.46,FORWARD
73.48,20.2,119.93,RIGHT
65.74,5.86,70.92,LEFT
6.48,15.62,19.98,STOP
52.07,82.52,26.84,FORWARD
13.14,18.65,17.94,STOP
71.92,12.64,85.96,RIGHT
91.37,8.09,65.7,LEFT
94.18,5.05,70.69,LEFT
60.19,113.47,107.34,FORWARD
24.81,42.28,74.39,RIGHT
43.87,91.57,26.1,FORWARD
12.87,5.78,11.97,STOP
15.75,14.36,15.41,STOP
70.14,97.93,72.66,FORWARD
60.1,16.69,39.17,LEFT
13.86,85.9,98.36,FORWARD
13.62,14.48,8.95,STOP
60.26,82.96,74.21,FORWARD
91.05,102.16,25.14,FORWARD
24.84,14.04,6.85,STOP
93.47,102.84,9.09,FORWARD
32.15,97.24,26.31,FORWARD
9.83,79.52,87.53,FORWARD
15.29,15.09,15.09,STOP
8.02,6.76,7.13,STOP
79.69,28.26,29.25,LEFT
45.43,21.92,56.87,RIGHT
5.19,16.49,8.06,STOP
69.39,27.32,80.69,RIGHT
85.05,24.39,51.42,LEFT
114.71,42.65,37.04,LEFT
23.54,10.0,5.45,STOP
20.97,30.51,59.22,RIGHT
20.12,43.73,62.38,RIGHT
114.19,100.94,47.72,FORWARD
70.35,24.58,119.21,RIGHT
47.84,43.97,100.25,RIGHT
19.43,5.73,17.93,STOP
28.94,26.95,76.71,RIGHT
9.11,9.85,24.62,STOP
10.59,14.42,13.16,STOP
111.66,11.41,72.33,LEFT
85.55,41.62,64.51,LEFT
38.76,96.48,84.19,FORWARD
34.03,100.47,77.14,FORWARD
77.59,30.02,48.19,LEFT
114.06,13.71,73.9,LEFT
76.44,41.81,89.21,RIGHT
12.15,5.85,5.32,STOP
73.9,13.93,99.34,RIGHT
12.19,14.55,18.24,STOP
78.5,16.4,79.61,LEFT
102.89,6.42,23.48,LEFT
6.09,6.49,18.42,STOP
107.81,98.12,85.6,FORWARD
78.58,30.99,96.2,RIGHT
82.95,24.65,71.64,LEFT
116.57,5.1,42.37,LEFT
50.05,21.41,76.2,RIGHT
9.82,7.02,22.53,STOP
77.92,80.88,113.09,FORWARD
77.91,42.57,66.45,LEFT
29.42,87.62,45.59,FORWARD
11.99,17.28,18.37,STOP
34.53,94.82,54.41,FORWARD
10.03,104.63,118.88,FORWARD
119.41,25.79,28.43,LEFT
13.19,68.61,98.72,FORWARD
7.18,8.19,5.9,STOP
35.71,15.27,105.13,RIGHT
58.9,119.91,21.94,FORWARD
16.64,5.67,17.6,STOP
60.04,34.4,72.1,RIGHT
50.23,30.55,56.61,LEFT
25.26,14.44,91.29,RIGHT
36.52,94.6,93.52,FORWARD
104.44,109.71,55.57,FORWARD
78.46,9.88,20.02,LEFT
100.52,43.26,35.32,LEFT
6.88,7.44,16.45,STOP
43.76,73.08,113.79,FORWARD
21.29,18.56,20.97,STOP
12.53,14.34,21.05,STOP
112.86,36.17,49.81,LEFT
8.76,16.27,8.33,STOP
42.42,9.59,96.06,RIGHT
118.56,24.98,54.61,LEFT
94.79,70.41,34.51,FORWARD
21.76,10.97,9.72,STOP
49.06,78.39,104.87,FORWARD
50.35,40.64,74.2,RIGHT
55.11,37.67,50.05,LEFT
5.38,15.68,15.29,STOP
30.72,29.07,57.65,RIGHT
64.73,81.97,90.18,FORWARD
16.54,16.38,19.8,STOP
32.33,63.84,99.85,FORWARD
46.69,23.96,44.12,RIGHT
7.41,18.87,5.38,STOP
80.75,57.44,109.4,FORWARD
23.39,7.44,99.9,RIGHT
37.98,32.59,101.14,RIGHT
79.58,27.09,89.85,RIGHT
13.49,13.46,5.31,STOP
42.41,89.26,17.59,FORWARD
49.16,36.04,80.18,RIGHT
57.16,30.76,49.9,LEFT
118.45,83.72,62.65,FORWARD
24.13,41.82,64.9,RIGHT
99.57,18.86,69.06,LEFT
46.52,35.53,103.67,RIGHT
64.37,79.45,47.84,FORWARD
102.93,15.03,55.02,LEFT
108.78,73.33,24.45,FORWARD
60.31,111.13,31.1,FORWARD
22.47,17.31,17.34,STOP
107.54,28.74,24.14,LEFT
65.16,43.96,59.98,RIGHT
75.02,21.48,70.07,LEFT
50.14,67.45,79.55,FORWARD
45.64,102.81,87.82,FORWARD
52.6,11.79,97.9,RIGHT
53.41,11.95,29.51,LEFT
52.75,28.02,104.23,RIGHT
88.7,25.63,60.93,LEFT
77.08,9.61,56.46,RIGHT
10.2,88.05,103.04,FORWARD
81.83,86.96,89.12,FORWARD
38.94,16.75,76.75,RIGHT
21.04,110.46,54.77,FORWARD
14.83,82.42,102.14,FORWARD
81.3,76.92,91.06,FORWARD
11.47,57.67,85.17,FORWARD
74.34,67.94,74.84,FORWARD
36.94,43.98,66.48,RIGHT
6.75,11.81,11.68,STOP
83.93,15.43,73.87,LEFT
8.84,16.75,15.9,STOP
112.66,43.71,65.34,LEFT
95.09,10.97,50.06,LEFT
59.17,25.76,71.44,RIGHT
68.47,93.07,71.78,FORWARD
7.55,14.54,8.58,STOP
98.71,23.95,61.94,LEFT
68.78,42.1,110.34,RIGHT
58.16,76.86,55.34,FORWARD
15.69,71.94,34.56,FORWARD
17.32,96.56,15.78,FORWARD
60.9,17.22,42.82,RIGHT
32.37,27.46,67.18,RIGHT
21.86,17.26,18.61,STOP
19.06,6.83,7.02,STOP
48.31,37.43,86.11,RIGHT
6.73,18.53,15.07,STOP
33.67,66.6,54.96,FORWARD
65.3,19.31,21.21,LEFT
79.77,109.65,79.61,FORWARD
59.3,56.37,34.11,FORWARD
20.73,19.98,44.33,RIGHT
61.91,31.58,77.09,LEFT
114.07,114.2,44.77,FORWARD
78.28,31.31,51.31,RIGHT
56.97,23.9,79.93,RIGHT
54.91,73.13,102.18,FORWARD
40.04,31.98,41.95,RIGHT
114.33,66.21,96.62,FORWARD
63.45,10.86,82.16,RIGHT
28.31,35.13,80.98,RIGHT
17.08,9.64,15.76,STOP
8.55,15.21,23.88,STOP
108.33,75.36,17.04,FORWARD
65.28,33.87,43.23,RIGHT
7.19,15.38,19.69,STOP
118.88,37.08,73.66,LEFT
6.17,7.24,23.94,STOP
5.02,8.39,18.09,STOP
117.67,21.79,53.11,LEFT
30.79,77.8,84.8,FORWARD
87.8,119.3,80.56,FORWARD
79.63,31.22,44.46,LEFT
21.41,11.88,9.81,STOP
18.2,100.83,81.67,FORWARD
76.53,34.32,105.62,RIGHT
96.33,43.04,75.31,LEFT
39.14,13.95,100.9,RIGHT
14.83,6.26,21.55,STOP
69.59,5.07,42.67,RIGHT
14.83,12.03,7.75,STOP
21.33,17.65,9.88,STOP
27.11,7.61,57.8,RIGHT
67.56,12.54,79.27,LEFT
80.17,23.2,40.49,LEFT
40.71,24.81,95.56,RIGHT
42.81,60.63,103.88,FORWARD
23.12,10.15,15.86,STOP
9.46,11.53,15.6,STOP
97.42,97.83,89.95,FORWARD
69.88,13.76,68.88,RIGHT
16.29,16.75,23.01,STOP
23.22,12.72,19.71,STOP
6.5,6.2,19.95,STOP
12.36,10.71,12.28,STOP
46.14,24.54,81.42,RIGHT
61.15,101.37,33.59,FORWARD
67.36,90.33,78.92,FORWARD
111.96,36.39,20.36,LEFT
52.7,56.61,116.9,FORWARD
62.02,38.06,51.12,RIGHT
64.09,105.8,43.93,FORWARD
50.58,18.35,42.68,LEFT
88.7,38.44,62.56,LEFT
72.93,11.49,90.78,RIGHT
46.57,17.79,44.94,RIGHT
89.87,117.14,9.53,FORWARD
68.61,27.09,101.63,RIGHT
93.18,26.52,60.68,LEFT
105.59,112.09,112.46,FORWARD
30.14,38.44,97.52,RIGHT
35.32,44.74,114.98,RIGHT
40.95,17.52,73.33,LEFT
115.84,16.77,38.31,LEFT
50.19,15.61,70.04,LEFT
5.71,9.72,22.51,STOP
63.49,7.14,75.28,RIGHT
42.46,15.31,69.95,LEFT
97.04,95.61,26.02,FORWARD
95.98,15.8,53.81,LEFT
15.2,19.27,10.75,STOP
53.05,7.67,79.84,RIGHT
5.39,6.88,19.53,STOP
10.24,5.63,15.74,STOP
72.42,74.73,12.73,FORWARD
74.78,12.77,48.06,RIGHT
108.73,37.43,28.4,LEFT
8.78,5.95,13.9,STOP
26.4,68.02,117.39,FORWARD
59.35,27.09,64.81,LEFT
65.45,63.37,30.61,FORWARD
49.63,5.84,114.72,RIGHT
100.84,18.31,58.7,LEFT
78.71,94.97,113.34,FORWARD
98.21,23.82,29.45,LEFT
39.74,41.19,75.16,RIGHT
48.2,18.24,76.22,LEFT
33.34,65.23,43.81,FORWARD
67.0,75.94,110.21,FORWARD
71.93,35.49,21.99,LEFT
69.75,13.69,24.86,LEFT
96.17,38.96,44.01,LEFT
50.09,16.78,60.83,LEFT
94.08,102.29,50.23,FORWARD
15.89,13.18,13.93,STOP
94.65,70.38,34.74,FORWARD
71.37,56.24,105.46,FORWARD
13.74,11.02,7.62,STOP
107.47,18.65,36.36,LEFT
83.69,63.24,12.76,FORWARD
66.79,34.05,69.15,RIGHT
11.12,6.36,13.34,STOP
46.91,43.98,65.49,RIGHT
106.84,37.45,55.86,LEFT
10.15,8.27,15.96,STOP
37.55,23.92,61.76,RIGHT
21.68,18.08,11.36,STOP
34.39,21.88,101.75,RIGHT
16.25,10.24,17.21,STOP
41.11,75.06,83.35,FORWARD
96.99,7.94,63.12,LEFT
115.7,11.01,46.39,LEFT
51.2,25.28,58.64,RIGHT
100.6,5.37,61.2,LEFT
55.16,17.41,91.5,RIGHT
70.74,79.22,111.85,FORWARD
47.76,37.34,74.13,LEFT
21.63,44.84,60.48,RIGHT
105.48,90.65,66.9,FORWARD
75.59,13.47,52.6,RIGHT
87.22,39.02,37.93,LEFT
40.73,17.76,41.08,RIGHT
34.89,71.34,17.31,FORWARD
5.58,8.91,7.63,STOP
61.46,35.6,75.15,RIGHT
16.09,7.54,23.12,STOP
67.04,105.96,104.6,FORWARD
78.89,16.61,50.29,RIGHT
13.33,60.15,55.83,FORWARD
10.86,18.79,8.38,STOP
74.97,28.48,48.71,RIGHT
79.75,78.7,60.79,FORWARD
97.48,12.48,54.12,LEFT
17.4,9.84,14.7,STOP
20.49,16.7,24.86,STOP
110.41,98.09,35.0,FORWARD
95.12,55.38,66.87,FORWARD
8.45,113.29,37.27,FORWARD
22.41,9.28,13.48,STOP
61.91,15.87,59.35,LEFT
106.53,21.01,26.44,LEFT
102.66,55.02,51.97,FORWARD
101.38,40.57,52.77,LEFT
10.46,19.29,16.8,STOP
10.98,117.77,89.77,FORWARD
102.89,111.35,88.81,FORWARD
23.75,13.2,9.21,STOP
109.73,42.8,35.4,LEFT
9.67,12.42,9.56,STOP
19.61,111.43,116.33,FORWARD
7.57,14.01,22.77,STOP
10.19,13.62,23.3,STOP
73.65,32.45,87.89,RIGHT
40.79,89.99,33.48,FORWARD
24.48,7.21,5.03,STOP
71.8,19.66,64.7,LEFT
14.43,11.95,7.9,STOP
42.64,28.31,62.76,LEFT
8.96,7.57,14.82,STOP
7.71,87.22,21.54,FORWARD
13.2,10.86,8.15,STOP
41.78,30.58,50.35,LEFT
59.84,57.63,77.41,FORWARD
24.22,6.54,10.19,STOP
20.41,78.81,36.47,FORWARD
5.45,6.33,13.27,STOP
67.27,39.09,28.83,LEFT
67.45,55.99,46.36,FORWARD
64.94,41.93,40.38,LEFT
74.23,40.16,79.57,LEFT
16.05,6.52,19.24,STOP
5.02,84.35,9.58,FORWARD
57.7,70.62,84.62,FORWARD
35.03,33.76,41.83,RIGHT
55.54,58.2,52.74,FORWARD
103.69,73.71,112.25,FORWARD
95.2,44.68,21.04,LEFT
54.56,110.42,6.05,FORWARD
42.89,44.4,86.11,RIGHT
62.5,23.38,74.87,LEFT
8.87,12.52,12.06,STOP
67.97,74.71,19.3,FORWARD
16.05,13.58,18.77,STOP
105.86,23.08,22.35,LEFT
32.51,16.59,46.52,RIGHT
118.99,109.6,28.78,FORWARD
12.66,9.57,21.92,STOP
45.52,82.34,42.51,FORWARD
22.76,93.33,15.63,FORWARD
24.93,92.52,5.61,FORWARD
10.29,13.14,22.86,STOP
90.22,40.79,65.67,LEFT
80.74,36.95,64.86,LEFT
111.49,26.49,42.91,LEFT
52.85,29.53,42.31,RIGHT
61.8,21.01,36.34,LEFT
22.9,18.59,20.47,STOP
52.13,10.55,91.85,RIGHT
16.21,8.54,15.65,STOP
40.9,35.23,56.55,LEFT
116.56,37.6,76.02,LEFT
114.64,40.0,32.23,LEFT
76.83,21.48,23.42,LEFT
8.59,90.53,36.22,FORWARD
79.79,38.7,58.97,RIGHT
18.62,10.01,8.96,STOP
53.16,108.26,31.62,FORWARD
19.3,18.66,17.95,STOP
21.27,12.0,10.66,STOP
16.17,18.67,15.97,STOP
16.79,12.87,15.15,STOP
93.63,42.77,39.17,LEFT
10.36,10.88,8.71,STOP
21.52,11.94,5.46,STOP
75.94,32.0,76.18,RIGHT
67.1,84.25,113.76,FORWARD
50.65,101.95,67.13,FORWARD
23.81,83.01,12.13,FORWARD
74.4,76.92,56.16,FORWARD
101.74,27.34,45.4,LEFT
12.97,18.57,13.19,STOP
100.48,115.45,82.91,FORWARD
34.23,33.89,101.68,RIGHT
75.98,25.64,25.48,LEFT
39.25,19.14,105.86,RIGHT
42.31,20.96,51.9,RIGHT
15.54,14.19,10.43,STOP
21.62,18.23,10.89,STOP
9.27,6.25,6.47,STOP
50.44,83.39,94.44,FORWARD
71.78,17.48,81.44,RIGHT
13.73,19.74,23.75,STOP
20.11,9.38,21.44,STOP
47.36,58.2,27.48,FORWARD
119.0,80.42,77.3,FORWARD
21.07,76.93,12.11,FORWARD
50.44,40.19,45.79,RIGHT
34.56,41.2,72.86,RIGHT
87.38,115.9,23.89,FORWARD
72.54,16.14,55.35,LEFT
79.17,8.77,59.91,RIGHT
7.11,75.62,52.98,FORWARD
77.6,55.91,63.95,FORWARD
66.8,68.99,29.04,FORWARD
43.79,42.26,77.61,RIGHT
57.19,82.55,10.07,FORWARD
70.33,20.43,36.03,LEFT
17.5,13.42,13.44,STOP
78.02,8.53,36.73,LEFT
39.49,38.88,100.24,RIGHT
62.37,38.18,36.92,LEFT
49.61,33.99,82.44,RIGHT
20.15,78.26,73.59,FORWARD
49.25,42.38,100.07,RIGHT
78.31,42.64,81.32,RIGHT
6.2,8.11,19.19,STOP
112.45,103.07,54.59,FORWARD
47.09,10.09,78.04,LEFT
17.94,13.82,12.32,STOP
18.69,6.71,21.96,STOP
21.34,13.22,14.21,STOP
23.15,5.41,16.45,STOP
11.54,17.08,9.72,STOP
20.98,16.91,11.52,STOP
36.16,19.59,67.29,RIGHT
33.75,41.22,45.64,RIGHT
88.97,33.49,25.82,LEFT
5.5,57.26,26.46,FORWARD
11.05,5.34,5.02,STOP
68.85,29.27,46.5,RIGHT
61.62,7.88,47.56,RIGHT
52.63,20.36,114.31,RIGHT
109.47,30.08,40.71,LEFT
9.24,65.93,47.37,FORWARD
26.52,19.66,46.54,RIGHT
116.78,62.1,74.07,FORWARD
19.19,9.19,22.27,STOP
99.07,58.38,49.7,FORWARD
57.7,63.28,27.72,FORWARD
114.02,11.03,26.42,LEFT
69.06,43.4,59.67,LEFT
105.83,44.44,56.9,LEFT
23.08,34.51,91.44,RIGHT
8.39,11.13,22.82,STOP
27.09,11.45,81.28,RIGHT
111.02,20.26,35.63,LEFT
8.38,11.59,8.39,STOP
95.28,101.07,51.4,FORWARD
82.58,44.58,66.69,LEFT
98.16,115.34,6.15,FORWARD
37.79,10.34,105.2,RIGHT
58.35,70.97,69.91,FORWARD
7.65,15.5,24.19,STOP
7.59,19.52,12.23,STOP
49.05,16.49,26.81,LEFT
21.2,16.83,20.02,STOP
79.05,26.6,41.6,LEFT
46.19,60.6,22.82,FORWARD
95.64,7.12,52.61,LEFT
57.75,8.47,108.38,RIGHT
23.87,34.29,72.86,RIGHT
11.77,5.11,7.78,STOP
10.62,19.67,17.21,STOP
39.69,27.11,66.38,RIGHT
104.87,115.74,113.88,FORWARD
17.28,8.23,12.86,STOP
71.04,43.81,43.94,RIGHT
63.1,34.91,62.07,RIGHT
64.28,28.55,105.43,RIGHT
75.75,14.3,113.67,RIGHT
68.84,21.85,30.59,LEFT
98.97,90.97,10.13,FORWARD
53.0,79.44,97.59,FORWARD
73.4,34.19,74.88,RIGHT
79.94,66.54,100.96,FORWARD
74.73,30.62,68.86,RIGHT
61.31,24.41,77.55,LEFT
5.66,12.06,10.16,STOP
44.55,40.08,80.29,RIGHT
92.2,8.5,72.72,LEFT
105.46,61.62,47.25,FORWARD
24.99,6.66,12.97,STOP
117.38,109.38,20.3,FORWARD
87.21,8.78,27.36,LEFT
118.09,38.78,29.52,LEFT
16.31,16.49,21.3,STOP
49.62,64.74,41.88,FORWARD
71.36,23.2,66.82,LEFT
115.9,15.26,39.55,LEFT
36.63,31.3,81.69,RIGHT
64.69,90.29,73.92,FORWARD
8.05,14.92,12.56,STOP
112.46,87.88,71.37,FORWARD
13.39,15.97,22.32,STOP
108.84,38.1,63.17,LEFT
47.37,23.18,92.43,RIGHT
75.51,20.14,62.43,RIGHT
52.22,9.32,37.45,LEFT
118.91,60.73,42.15,FORWARD
23.78,10.56,16.81,STOP
69.73,35.72,81.79,RIGHT
113.57,29.2,75.25,LEFT
49.43,18.6,98.95,RIGHT
63.3,20.84,46.34,LEFT
12.03,17.66,16.43,STOP
70.19,22.33,46.0,RIGHT
23.72,26.59,70.87,RIGHT
18.49,16.11,21.26,STOP
105.5,9.41,54.3,LEFT
12.25,6.12,10.92,STOP
51.84,20.91,116.03,RIGHT
115.77,8.19,44.09,LEFT
7.09,16.94,16.31,STOP
70.57,37.5,70.16,RIGHT
7.69,71.49,40.59,FORWARD
70.2,35.72,21.12,LEFT
66.56,65.29,44.24,FORWARD
22.85,18.45,15.08,STOP
17.8,6.2,11.21,STOP
59.53,84.95,73.67,FORWARD
54.58,36.89,97.81,RIGHT
58.2,80.76,10.56,FORWARD
16.81,16.79,19.38,STOP
70.98,41.15,55.35,RIGHT
78.69,21.16,47.63,LEFT
33.49,58.43,82.18,FORWARD
21.77,18.43,7.61,STOP
90.4,26.15,31.13,LEFT
58.2,8.01,47.04,RIGHT
57.7,12.7,36.88,LEFT
6.49,12.62,20.26,STOP
74.91,68.39,51.57,FORWARD
79.86,32.07,95.79,RIGHT
28.57,36.99,43.49,RIGHT
101.01,25.33,23.37,LEFT
116.36,39.45,68.52,LEFT
15.27,6.33,13.58,STOP
79.38,43.87,71.37,RIGHT
65.72,38.0,78.52,LEFT
18.36,17.24,23.3,STOP
12.11,16.62,12.55,STOP
26.78,11.44,119.53,RIGHT
111.61,56.55,98.37,FORWARD
20.73,6.87,10.53,STOP
49.7,81.23,39.19,FORWARD
104.89,108.26,82.7,FORWARD
95.54,27.83,58.44,LEFT
64.79,17.61,53.8,LEFT
45.8,85.4,23.57,FORWARD
97.41,73.85,41.57,FORWARD
60.88,78.06,98.17,FORWARD
37.33,11.12,50.1,RIGHT
61.29,59.09,54.17,FORWARD
85.01,86.36,70.85,FORWARD
65.79,25.57,89.99,RIGHT
32.18,21.17,103.28,RIGHT
29.67,37.42,112.07,RIGHT
16.28,80.45,91.78,FORWARD
69.02,18.92,50.76,RIGHT
26.34,8.2,111.56,RIGHT
12.86,16.77,9.26,STOP
5.28,14.75,20.4,STOP
72.0,12.49,40.12,RIGHT
23.24,33.24,98.0,RIGHT
